Id,Title,Field_common_malay_title,Field_common_mandarin_title,Body,Field_common_malay_description,Field_common_mandarin_descriptio,Brand,Duty Free,Field_product_image,Category,Sub Category,Image,Field_new_arrival,Field_original_price,Field_old_price,Field_product_offer,Product Code,Field_best_seller,Field_promotions,Level,Field_created_date,Field_updated_date,Field_products_published,Field_promotion_title,Field_malay_promotion_title,Field_mandarin_promotion_title,Status,Created At,Updated At,Field_airport,Field_store_location,Field_product_terms_conditions,Field_malay_terms_and_conditions,Field_mandarin_terms_and_conditi
592,SIGNET 70CL,,,"<p>Glenmorangie Signet was created with a marriage of whiskies produced from two unique types of malted barley, a single estate Cadboll variety and malted chocolate barley, which is better known as a basis for craft beers. The Signet was distilled twice through Glenmorangie's copper- pot stills, by a team of 16 distillers known as the ""Sixteen Men of Tain"". It was subsequently matured in bespoke American virgin oak casks before it was bottled at 46% and receive no chill- filtration.</p>",,,GLENMORANGIE,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/Glenmorangie%20Signet%20plus%20Box.jpg,No,1097,,,10002491,Yes,No,,,,,,,,True,2025-04-20 01:04:53,2025-07-29 14:07:16,"klia1, kuching, kota kinabalu, penang, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, WINE &amp; CIGAR, DUTY FREE, Liquor &amp; Cigarettes, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
591,THE ACCORD 12Y 1L,,,"<p>""Glenmorangie, founded in 1843, has a legacy of innovation and craftsmanship. The Accord, aged for 12 years, represents a perfect union of time, tradition, and the artistry of the Highland distillery. Each sip is a journey through the pages of Scottish whisky history.<br>Experience the symphony of flavors that defines Glenmorangie 12 Years The Accord:<br>Aroma: A delightful bouquet of honeyed sweetness, orchard fruits, and a touch of oak. The aroma invites you to savor the balance of floral and fruity notes, a testament to the craftsmanship of Glenmorangie's distillers.""</p>",,,GLENMORANGIE,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/GLENMORANGIE%20THE%20ACCORD%2012Y%201L.jpg,No,375,,,10197607,Yes,No,,,,,,,,True,2025-04-20 01:04:43,2025-07-29 14:07:03,"klia1, kuching, kota kinabalu, penang, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, LIQUOR &amp; TOBACCO, DUTY FREE, DUTY FREE, Liquor &amp; Cigarettes, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
590,THE ORIGINAL 1L,,,"<p>The original expression of our elegant, floral spirit and the real backbone of the Glenmorangie range. A 10 Years Old single malt, The Original is produced by marrying the delicate spirit that emerges from Scotland's tallest stills, with first and second fill American white oak casks. It is here, maturing for ten long years in a range of ex-bourbon casks such as our famous slow-grown and air-dried 'designer casks' from Missouri, that our raw spirit develops a perfect balance between sweetness and complexity. Resulting in a mature spirit that is soft, mellow and creamy.</p>",,,GLENMORANGIE,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/GLENMORANGIE%20THE%20ORIGINAL%201L.jpg,No,280,,,10002493,Yes,No,,,,,,,,True,2025-04-20 01:04:31,2025-07-29 14:07:50,"klia1, kuching, kota kinabalu, penang, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, WINE &amp; CIGAR, DUTY FREE, DUTY FREE, Liquor &amp; Cigarettes, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
589,JW BLUE LABEL 1L,,,"<p>Johnnie Walker Blue Label whisky is an exquisite blend, a combination of vanilla, honey and rose petals.</p>",,,JOHNNIE WALKER,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/JW%20BLUE%20LABEL%201L.jpg,No,1350,,,10002594,Yes,No,,,,,,,,True,2025-04-20 01:04:05,2025-05-15 15:05:12,"klia1, kota kinabalu, penang, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, WINE &amp; CIGAR, DUTY FREE, DUTY FREE, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
588,ROKU GIN SUNTORY 1L,,,"<p>The first gin released by Suntory, the name ""Roku"" is Japanese for ""Six"" which refers to the six Japanese botanicals used. Cherry blossoms, cherry leaves, green tea (sencha), refined green tea (gyokuro), sansho pepper, and yuzu are utilized along with eight other traditional gin botanicals. The LABEL 5 is printed with Japanese washi paper to highlight the meticulous Japanese craftmanship and nostalgia, with the bold calligraphy running across the LABEL 5 emphasizing the sentiment.</p>",,,SUNTORY,Yes,,WINE & SPIRITS,Gin,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/ROKU%20GIN%20SUNTORY.jpg,Yes,239,478,50,10209225,Yes,No,,,,,,,,True,2025-04-20 00:04:18,2025-07-22 16:07:08,"klia1, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, WINE &amp; CIGAR, DUTY FREE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
587,FINEST TWIN PACK 2L,,,"<p>""This easy-to-carry pack contains two 1L bottles of Ballantine's Finest blended Scotch whisky.&nbsp;</p><p>Taste: Well-balanced with tones of rich milk chocolate, red apple and vanilla. It has a lingering after-taste with a fresh floral glow.""</p>",,,BALLANTINES,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/BALLANTINE%27S%20FINEST%20TWIN%20PACK%202L.jpg,No,216,,,10146549,Yes,No,,,,,,,,True,2025-04-20 00:04:07,2025-07-29 14:07:45,"klia1, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, WINE &amp; CIGAR, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
586,15Y 70CL,,,"<p>The Macallan Double Cask 15 Years Old is a balanced single malt whisky created by bringing the perfect harmony of two oaks into one exceptional single malt whisky. Sherry seasoned American oak adds delicate vanilla to the subtle spice of European oak, delivering a whisky with a sweeter, warmer taste and character.</p>",,,MACALLAN,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-08/compressed_MAC-2023-Colour-Collection-15YO-Bottle.jpg,No,743,,,10213072,Yes,No,,,,,,,,True,2025-04-20 00:04:06,2025-08-21 15:08:12,"klia1, klia2","Duty Free Emporium 1, SPIRITS AND CONFECTIONERIES, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
585,JW BLUE X'ORDINAIRE 1L,,,"<p>Johnnie Walker Blue Label XORDINAIRE is an exclusive encounter between Blue's iconic depth of character and XO Cognac smooth, sweet fruits flavours, culminating into an extraordinary luxury whisky.</p>",,,JOHNNIE WALKER,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/JW%20BLUE%20X%27ORDINAIRE%201L.jpg,No,1488,,,10212369,Yes,No,,,,,,,,True,2025-04-20 00:04:37,2025-05-15 16:05:49,"klia1, kota kinabalu, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, LIQUOR &amp; TOBACCO, DUTY FREE INTERNATIONAL DEPARTURE, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
584,GLENFIDDICH VAT 04 18YO 70CL,,,"<p>""Patiently aged in Oloroso sherry and bourbon casks for 18 years, the most distinguished solera whisky is married and continuously transformed in solera VAT 04 to deliver a deep, rich aroma of robust oak, ripe orchard fruit and baked apple.</p><p>A luxuriously fruity and exceptionally rewarding Glenfiddich.</p><p>Exclusively available in global travel retail.</p><p>The unique and pioneering Solera Vat process adds continuous layers of flavours to the whisky, by only ever bottling half the whisky in the vats before refilling. As such, the vats still contain the original liquid – a line from the past into the future.</p><p>Each successive vat fill is like a new generation of whisky building on the past, ever increasing in character, dimension and complexity, giving you a unique experience with every sip.""</p>",,,GLENFIDDICH,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/GLENFIDDICH%20VAT%2004%2018YO%2070CL.jpg,No,670,,,10208535,Yes,No,,,,,,,,True,2025-04-20 00:04:40,2025-05-15 16:05:18,"klia1, kuching, penang, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, LIQUOR &amp; TOBACCO, DUTY FREE INTERNATIONAL DEPARTURE, Liquor and Tobacco - PEN Level 2 International, Liquor &amp; Cigarettes",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
583,THE GLENLIVET DISTILLER'S RESERVE 1L,,,"<p>Distiller's Reserve is the cornerstone of the range, exemplifying the skills the makers have mastered through decades of experience. It is created with the balanced influence of the three types of casks to give it a harmonious balance of fruity notes and smoothness. Triple cask matured in Traditional cask, American White Oak cask and Ex-sherry cask.</p>",,,GLENLIVET,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/THE%20GLENLIVET%20DISTILLER%27S%20RESERVE%201L.jpg,No,296,,,10066453,Yes,No,,,,,,,,True,2025-04-19 23:04:21,2025-05-15 16:05:04,"klia1, kuching, kota kinabalu, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, WINE &amp; CIGAR, DUTY FREE, Liquor &amp; Cigarettes, Duty Free Emporium",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
582,DOM 1888 1L,,,"<p>""This Expression is a blend of Benedictine liqueur and Cognac. A blend that then ages for a few months in French oak barrels previously used to store Cognac. The result is subtle, Benedictine 1888 reveals citrus and lemon notes on the nose which are enriched with vanilla and honey aromas. Cognac, which amplifies the notes of angelica, brings roundness and warmth.&nbsp;</p><p>Benedictine 1888 can be tasted like a great Cognac.""</p>",,,Benedictine DOM,Yes,,WINE & SPIRITS,Bitter,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/BENEDICTINE%20DOM%201888%201L_0.jpg,No,268,,,10197602,Yes,No,,,,,,,,True,2025-04-19 23:04:59,2025-07-29 14:07:42,"klia1, penang, klia2","Duty Free Emporium 2, SPIRITS AND CONFECTIONERIES, SPIRITS AND CONFECTIONERIES, DUTY FREE Emporium, INTERNATIONAL ARRIVAL, WINE &amp; CIGAR, DUTY FREE INTERNATIONAL DEPARTURE, Liquor and Tobacco - PEN Level 2 International",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
581,12Y 70CL,,,"<p>The Macallan Sherry Oak 12 Years Old forms part of our Sherry Oak Collection which features a series of single malt whiskies matured in exceptional sherry seasoned oak casks from Jerez for richness and complexity. A matured character, the 12 Years Old delivers rich wood spice and dried fruits and a natural rich gold colour.</p>",,,MACALLAN,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-08/compressed_MAC-2023-Colour-Collection-12YO-Bottle.jpg,No,367,,,10213070,Yes,No,,,,,,,,True,2025-04-19 23:04:38,2025-08-21 15:08:14,"klia1, klia2","Duty Free Emporium 1, SPIRITS AND CONFECTIONERIES, DUTY FREE INTERNATIONAL DEPARTURE",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
580,SINGLETON GLENDULLAN 12YO 1L,,,"<p>Clean and complex nose with a rich fruity flavor that suggests an old mortar Some fragrant, soft, fragrant, leather, sandalwood and light vanilla. Fruit mouth with notes of citrus and raisins. Vanilla and a touch of honey, with only a subtle hint of wood; a sweetness of maple syrup.</p>",,,Singleton,Yes,,WINE & SPIRITS,Whisky,https://drmapssdev.blob.core.windows.net/eraman-cms-nprod/2025-04/SINGLETON%20GLENDULLAN%2012YO%201L.jpg,No,282,,,10150557,Yes,No,,,,,,,,True,2025-04-19 23:04:05,2025-05-15 16:05:30,"klia1, kuching","Duty Free Emporium 2, DUTY FREE, Liquor &amp; Cigarettes",<p><em>*All prices and availability are subject to change without notice.</em></p><p><em>*All prices are quoted in local currency. Conversion to foreign currencies is based on the exchange rates prevailing at the time of publication.</em></p><p><em>*The Company is not responsible for any price differences between this website and stores promoting or selling the same products.</em></p>,,
